,내용,별점,재구매,한달사용기,종류,년,월,일
45,이번이 아마 3번째 구매일 거에요. (4번짼가?) 그 전에 간혹 불량인 게 있어서 처음 쓰자마자 솔이 빠지고 했었는데 그래도 가성비가 좋은 제품이기에 또 구매했어요. 한가지 건의드리고 싶은 건 칫솔 하나하나 다 캡이 씌워져있는데 저 여지껏 하나도 안쓰고 정말 필요가 없어서 다 버렸거든요. 플라스틱 사용 줄이기를 위해 10개 한팩으로 해서 (보통 마트가면 보이는 칫솔 묶음처럼) 캡 다 빼고 거기서 절감되는 재료비만큼 가격 낮추면 더 좋을 것 같습니다.,5,1,0,3,2020,11,9
46,치과에서 준 것보다 더 좋은 것 같애여 ㅎㅎ 싸고 배송도 빨라요,5,0,0,3,2020,11,9
47,다량으로 구매 잘했습니다. 후기대로 약간 뻣뻣한감은 있네요,4,0,0,3,2020,11,10
48,항상 사용하는제품입니다.치과에 납품하는  제품이라 믿고 구매합니다,5,0,1,1,2020,11,10
49,착한가격(케이스값 따로 받는건 별로네요ㅠ비닐봉투로하고 추가비용 없으면 재구매 의사 있는데^^;)빠른배송 좋네요~,3,0,0,1,2020,11,10
50,착한가격.빠른배송.교정하는 큰애랑 동생꺼 같이 주문했어요?시중보다 역시 인터넷이 가격부담이 없어요?늘 쓰던 교정칫솔과 별차이는 없을거 같아요??다 좋은데 알뜰형이라고 케이스에 넣어서 천원추가되는게 진짜별로예요ㅠ그냥 비닐 봉투에 넣어주셔도 충분한데요?어차피 버릴 통인데 싶어서요?,3,0,0,1,2020,11,10
51,항상 주문하는 칫솔이에요.다른 칫솔은 못 써요.,5,0,0,1,2020,11,11
52,교정용칫솔이랑 어금니칫솔 함께 구입했어요 치아관리하는데 도움이 되었으면 합니다,5,0,0,4,2020,11,11
53,교정중인 딸때문에 구입했어요  어금니칫솔이랑 함께 주문했는데 좋아하네요,5,0,0,1,2020,11,11
54, 입니다 일반모는 제 기준에선 조금 강하고 미세모가 교정하기 전 사용하던 칫솔처럼  개운하더라구요  털 빠짐도 없고 다른 칫솔은 털 빠짐이  자주 있었는데 운이 좋았던건지  이 칫솔은 한번도 안빠져서 계속 이것만 사용하고 있어요 V모인가 그거랑도 섞여있는 선택항목이 생겼으면 좋겠어요,5,0,0,1,2020,11,11
55,배송 하루만에 도착 했어요  감사합니다,5,0,0,3,2020,11,11
56,항상 이제품만 써요 배송 빨랐어요,5,1,1,1,2020,11,12
57,빠르게 배송받았습니다.잘 사용하겠습니다,4,0,0,3,2020,11,12
58,빠르게 배송받았습니다.잘 사용하겠습니다,4,0,0,5,2020,11,12
59,아이가 교정하고 있어서 구매했어요 모가 조금 하드한데 저는 이게 더 깨끗히 양치되는것 같아서 좋으네요,5,0,1,3,2020,11,12
60,제품 좋아요ㅎ 또 구매할께요,5,0,0,2,2020,11,12
61,배송 빠르구 한번 써보고 괜찮은것 같아서 재구매했어요!,5,1,0,1,2020,11,12
62,칫솔모가 정말 탄탄하고 뾰족해서 세척력은 좋은데 조금 아파요. 잇몸 안좋으신 분들은 좀더 부드러운 모로 사시는게 좋을 것 같아요. 저는 교정기 틈새랑 발치한 부분 틈새부분 닦을 때 쓰는데 좋았어요.,4,0,0,4,2020,11,12
63,너무좋아서 다시 사러왔다가 리뷰써요,5,0,1,1,2020,11,12
64,원래 쓰던 치과에서 준 칫솔보다 칫솔모부분이 넓은 것 같아요. 일반모라 잘 닦이고 좋네요. 조금 아쉬운 부분은 손으로 잡았을 때 손에 쥐는 느낌이 어금니 칫솔이 더 좋아요.,5,0,0,3,2020,11,12
65,치과에서 받은거 다써서 구매했는데 괜찮은거 같아요~ 양치하다 교정기에걸려 모가 삐져나오긴하지만.. 치과에서 준 칫솔도 모가 걸리긴하더라구요.. 제가 더 세심하게 닦아야죠뭐ㅎㅎㅎ 구석구석 깨끗이 잘닦이는 느낌이에요~,5,0,0,3,2020,11,13
66,필요해서 주문했는데 배송도 빠르고 좋아요,5,0,0,1,2020,11,13
67,아이가 교정중이라 쓰고있어요 저렴하게 사서 좋네요,5,0,1,3,2020,11,13
68,교정중이라 구매했어요,5,0,0,3,2020,11,14
69,교정중이라 구매했어요,5,0,0,1,2020,11,14
70,저렴하게 잘 산거 같습니다. 써보고 괜찮으면 다음에 또 구매하겠습니다.,4,0,0,1,2020,11,14
71,배송빠르고 상품 구성 좋아요 소진 시 재구매할게요,5,0,0,4,2020,11,14
72,교정하면 칫솔이 금방망가져서 자주 교체해야하는데 저렴한 칫솔이라 교체하는데 부담이 전혀없네요!,5,0,1,3,2020,11,14
73,칫솔 무난하게 쓰기좋아요,5,0,0,1,2020,11,14
74,배송빠르고 상품 구성 좋아요 소진 시 재구매할게요,5,0,0,3,2020,11,14
75,감사합니다~^^좋네요,5,1,0,3,2020,11,14
76,배송도 적당히 빠른 편이고 여기는 항상 구매하는 곳이에요. 평소에는 슬림모를 사용했는데 이번에는 일반 모를 주문했는데 둘 다 만족해요 가성비 면이나 질 면에서도 아주 만족합니다 ㅎㅎ,5,0,0,3,2020,11,14
77,이렇게 편하게 포장되서 왔어요,5,0,0,1,2020,11,14
78,배송빠르고 상품 구성 좋아요 소진 시 재구매할게요,5,0,0,5,2020,11,14
79,교정중이라 치솔이 많이 필요해서 주문했는데 너무 좋네요. 개별캡도 있어서 휴대하기도 좋아요. 사은품도 감사합니다. 잘 사용하고 또 주문할께요,5,0,0,1,2020,11,15
80,사은품까지 너무 좋아요~~,5,0,0,3,2020,11,15
81,타 쇼핑몰보다 갯수가 2개씩 많아요. 항상 구매하지만 플라스틱 덮개는 없어도 될거같아요. 눌림현상 방지라는건 알지만요. ^^;,5,0,0,3,2020,11,15
82,치과보다 싸고 좋아요!,5,0,0,4,2020,11,15
83,배송 빠르고 아주 가성비 쵝오! 미세모로 사야 잇몸이 안아플듯!,5,0,0,4,2020,11,15
84,타 쇼핑몰보다 갯수가 2개씩 많아요. 항상 구매하지만 플라스틱 덮개는 없어도 될거같아요. 눌림현상 방지라는건 알지만요. ^^;,5,0,0,1,2020,11,15
85,저렴하게 잘 샀어요~ 치과에선 개당 최소2천원에 파는건데 ㅎㅎ 유지장치중인데도 교정용 칫솔 안쓰니 치석이 많이 생기더라고요.. ㅠㅠ 그래서 다시 일반칫솔에서 돌아왔어용 ㅎㅎㅎ 잘쓸게요,5,0,0,3,2020,11,15
86,치아 교정 중이라 교정용 미세모랑 어금니칫솔 샀어요. 치과보다 싸고 좋아요!,5,0,0,1,2020,11,15
87,쓰던거에요 만족합니다 ㅎㅎ 잘쓸게요,5,0,0,3,2020,11,15
88,배송 빨라요 저렴하게 쟁여둘 수 있어 만족합니다 근데 일반모는 너무 아파요 잇몸이. 미세모로 구매하시길!,5,0,0,3,2020,11,15
89,꼼꼼히 잘 왔습니다,4,0,0,1,2020,11,16
90,주기적으로 구매해서 사용하고있어요 어금니칫솔 특히 좋아요,5,1,1,4,2020,11,16
91,주기적으로 구매해서 사용하고있어요 다 쓰면 또 재구매할게요,5,1,1,3,2020,11,16
92,아직 사용해보지 않았지만 솔을 만져봤을때 지금 치과에서 돈주고 사는 칫솔보다 거칠어요. 잘 닦일거 같긴해요,3,0,0,3,2020,11,16
93,아직 사용해보지 않았지만 솔을 만져봤을때 지금 치과에서 돈주고 사는 칫솔보다 거칠어요. 잘 닦일거 같긴해요,3,0,0,4,2020,11,16
94,어금니모 어떤가 한번사봤는데.. 생각보다 사용을 안하게되네요... 칫솔은 좋아요!,4,1,0,4,2020,11,17
95,마트에서 파는 일반 칫솔쓰다가  치과용칫솔 써보니 넘 좋아요 두번째 구매인데 잇몸도 덜 아프고 구석구석 닦여져서 좋은것같아요,4,1,1,4,2020,11,17
96,아이들 사용하라고 구매 좀더 강한모 였더라면 좋았을듯,3,0,0,2,2020,11,17
97,칫솔은 여기서만 사네요~ 튼튼하구 맘에들어요 ㅋㅋ,5,1,0,1,2020,11,17
98,강한 치석모까지는 아닌듯 전엔 V자형  사용했는데 그게 좀더 강해요,3,0,0,3,2020,11,17
99,편하고 색상도 예뻐요.,5,0,0,3,2020,11,17
100,부드러워 잘쓰고 있어요~,5,0,0,1,2020,11,17
101,유지장치한 사람인데 매우좋아여. 치과칫솔같네요 모가작은듯한데 그래야안쪽까지들어가니 좋은듯요 몇번써도 튼튼함,5,0,1,2,2020,11,17
102,제품 좋내요.가격도 저렴하고 또 구매할께요^^,5,0,0,5,2020,11,17
103,항상 쓰는거 다 써서 샀어요 잘 닦이고 가격도 부담없이 좋아요,4,0,0,1,2020,11,18
104,늘 쓰는 제품이에요 묶음 케이스가 동그란통에서.네모로 바꼈네요. 꺼내다 떨어뜨렸는데..깨졌네요..ㅎㅎ 무튼 제품은 늘 좋아서.잘써요,5,1,0,1,2020,11,18
105,가성비 좋아요! 교정중인데 잘 쓰는중 입니당 이번에 구매할땐 어금니칫솔도 같이 구매했는데 같이쓰니깐 더 좋아요! 다 쓰면 또 재구매할거에요,5,0,0,1,2020,11,18
106,"원래 쓰던 칫솔은 교정기 사이에 껴서 칫솔모가 빠지기도 하고, 섬세하게 이를 닦을 수 없어서 불편했는데, 이 제품은 가격도 좋고 , 사이사이가 잘 닦여서 좋았습니다. 뚜껑이 모두 씌워진 상태로 온 것도 좋았습니다. 휴대하기가 좋아요 ㅎㅎ",5,0,1,1,2020,11,18
107,늘 사용하는 건데요. 다들 구매해용 넘좋아요,5,1,0,1,2020,11,18
108,잘 닦이고 튼튼해서 좋습니다,5,0,0,5,2020,11,18
109,원래 쓰던거라 또 시켰어요. 배송 빠르게 잘 왔습니다.,4,1,0,1,2020,11,19
110,좋아요 저렴해요 잘쓰고 있답니다,5,1,0,3,2020,11,19
111,교정치과에서 구매한 치솔과 같은데 절반 정도의 가격에 샀어요. 잘 사용 할게요.,4,0,0,1,2020,11,19
112,"일요일 주문해서 수요일 받았어요 교정 일반모(강한모)라고해서 칫솔모가 딱딱할줄 알았는데 부드럽고 좋아요. 칫솔마다 칫솔모케이스가 있던데 이건 1개 외엔 필요가없는데,,, 필요시 선택할수 있게 해주시면 좋을것 같아요. 어쨋거나 양치가 잘 되어서, 가성비 아주 좋습니다 사용후 재구매 할께요!",5,0,0,3,2020,11,19
113,좋아요~~~~만족합니다~~~재구매 할게요~~^^,5,0,0,1,2020,11,19
114,치과용 칫솔은 매번 사용하는 제품이라 굳이 말할 필요가 있을까하네요.개별포장은 다 쓰레기로 버려야하는데 묶음패키지로 저렴히 살수 있어 좋아요.,5,0,0,1,2020,11,19
115,교정 기간이 길어져 재구매해요. 좋아요,5,0,0,3,2020,11,19
116,나름 품질도 괜찮고 사용감도 나쁘지 않았네요ㅎㅎ,4,0,0,5,2020,11,20
117,매번 여기서만 구매해 사용중입니다,5,1,0,1,2020,11,20
118,나름 품질도 괜찮고 사용감도 나쁘지 않았네요ㅎㅎ,4,0,0,3,2020,11,20
119,저렴한 가격으로 구매할 수 있어서 재주문 했습니다 이전에는 부드러운 칫솔모를 썻었는데 뭐가 더 좋을지 궁금하네요,5,0,0,3,2020,11,20
120,무난하고 괜찮습니디ㅡ,4,0,0,3,2020,11,20
121,잇몸도 안 아프고 구석구석 잘 닦이고 좋아요,4,1,1,2,2020,11,20
122,아이가 교정중이라 필요해서 구입했어요 잘쓸께요,5,0,0,1,2020,11,20
123,와이프가 구입한거라 사실 왜샀는지 모르겠어요 그냥 후기쓰라고해서쓰는데 이건 어디에쓴는거죠 맨날 나도 모르는 물건을 너무 많이사요,4,0,0,1,2020,11,20
124,"교정하고 있는 울 아들, 하라는 양치는 안하고 무한반복 칫솔씹던 울 아들한테 딱 맞는 칫솔을 만났네요.  씹는게 사라지지 않았지만 씹는 횟수가 줄었어요. 감사합니다.",5,0,0,3,2020,11,20
125,배송 빨랐고 상품 상태 좋았어요 잘 쓰고 있어요,5,0,1,1,2020,11,20
126,중3딸 교정 중이라 항상 사용제품입니다~~ 너무 좋습니다,5,1,0,3,2020,11,20
127,잘쓰겠습니당 ㅎ !,5,0,0,1,2020,11,20
128,했는데 역시 좋아용,5,0,1,3,2020,11,20
129,모질이 단단하고 질이 좋네요 저렴하게 구매하여~ 더욱 맘에 듭니다,5,1,0,1,2020,11,21
130,제품이 좋습니다 사용후 리뷰 올릴게요,5,0,0,3,2020,11,21
131,늘 사용하고 있는데 무난하니 좋아요.,5,1,0,1,2020,11,21
132,저는 매우 만족스럽네요.. 칫솔모도 너무 부드럽거나 딱딱하지도 않고.. 딱이에요.. ^^,5,0,0,1,2020,11,21
133,싸게잘샀어요 또살께요,5,0,1,3,2020,11,22
134,울딸아이 교정 중이라 칫솔 쓰는데가격도 착하고 배송도 빠르고 좋아요~~^^,5,0,0,1,2020,11,22
135,빠른배송에 가격도 착해서 좋아용,5,0,0,1,2020,11,23
136,싸게 잘샀어요 근데 보관캡? 없었으면 좋겠어요 진짜 하나도 안써요...ㅠ,5,0,0,3,2020,11,23
137,"교정기를 착용한 두아이들?는 재구매중입니다ㆍ 교정기 빼도, 재구매를 해야합니다ㆍ남편이 일반칫솔 안쓰고 이걸로 사용합니다?넘 좋다고",5,1,0,3,2020,11,23
138,두번째 구매입니다. 만족하며 사용하고 있어요~ 재송도 아주 빨라요^^,5,0,0,3,2020,11,23
139,아직 사용전인데 치과에서 받아서 써본것과 같으면 좋겠죠,4,0,0,1,2020,11,23
140,3번째구매네요^^  가격도 괜찮고 이거쓰다 딴제품 못쓰겠네요  많이파세요~~,5,1,0,1,2020,11,23
141,"가성비 좋아요 치과에서 사면 하나에 3,000원인데 ㅜㅜ 그동안 6개정도 샀었는데 휴 ㅋㅋ 지금이라도 이 제품 알게돼서 좋아요 교정 끝날때까지 계속 쓸겁니당",5,0,0,1,2020,11,23
142,저렴한가격에 칫솔모 퀄리티도 좋아용!!,5,0,0,3,2020,11,23
143,배송빠르고 제품 만족합니다,5,0,0,3,2020,11,23
144,두번째 구매입니다 포장이 깔끔해졌네요!,5,1,0,1,2020,11,24
145,아직 사용전인데 후기좋으니 가즈아 ㅋㅋ,5,0,0,1,2020,11,24
146,치아 교정 중인데... 도움 많이 받고 있습니다,5,1,0,4,2020,11,24
147,작년에 사고 이번년에 도 샀어요 교정임에게 좋은 칫솔임돠,5,0,0,1,2020,11,24
148,좋아용 양도많구 부드럽네양,5,0,0,1,2020,11,24
149,교정치과에서 사려고하다 여기서 저렴하게 많이구매해서 넘 좋았어요.^^,5,0,0,1,2020,11,24
150,잘 닦여요 탄력넉인모 좀 뻗뻗해요,5,0,0,2,2020,11,24
151,생각보다 엄청 부드럽지 않아서 다음엔 더 부드러운걸로 주문해봐야겠어요. 택배기사님이 다른건물로 가져다 주셔서 가져오느라 좀 애먹었네요..,5,0,0,1,2020,11,24
152,교정중에 안쪽까지 닦아주기 좋아요,5,0,0,4,2020,11,24
153,배송빠르네요. 칫솔색도 알록달록해서 좋네용,5,0,0,1,2020,11,24
154,교정중이라 구입했어요,5,0,0,1,2020,11,24
155,무사히 잘왔습니다.,5,0,0,3,2020,11,24
156,늘 쓰는 제품이에요 좋아요,5,0,0,2,2020,11,24
157,미세모라고 너무 부드럽지도 않고 딱 좋아요,4,0,0,1,2020,11,24
158,굵기도 적당하고 좋아요,4,0,0,5,2020,11,24
159,배송빠르게 왔어요. 가격도 저렴하게 많이 구입했네요.. 잘사용할께요~~,5,0,0,3,2020,11,24
160,너무 안좋음 교정용 칫솔인데 교정기에 칫솔모가 껴서 칫솔모가 한가닥씩 빠짐;;; 탈모칫솔도 아니고 이게 뭐람 좀 최악,1,0,0,3,2020,11,24
161,오늘 오자마자 써봤는데 괜찮은거 같아요,5,0,0,2,2020,11,24
162,저렴해서 좋아요 솔도 좋고요!! 계속 사용하겠습니다,5,0,1,1,2020,11,25
163,아주조아요 조아요 조아,3,0,0,3,2020,11,25
164,포장도 이쁘고 칫솔도 생각했던것과 일치해서 좋았습니다,5,0,0,3,2020,11,25
165,사은품도 주시고 배송도 빠르고 좋아요,5,0,0,1,2020,11,25
166,사은품도 주시고 배송도 빠르고 좋아요,5,0,0,1,2020,11,25
167,진짜 진짜 개최고예요 ????,5,1,1,1,2020,11,25
168,두번째 쓰는건데 너무 딱딱하지 않아서 좋아요! 그런데 낱개포장말구 한꺼번에 포장돼있는 거 샀는데 앞에 머리부분 케이스? 덮개가 있더라구요. 개인적으로 앞에 케이스 유무를 고를 수 있었으면 좋겠어요! 저는 필요 없어서 버리는 데 너무 낭비 같아요! 그 점 빼고는 좋습니당,5,0,0,1,2020,11,25
169,사은품도 주시고 배송도 빠르고 좋아요,5,0,0,5,2020,11,25
170,치과보다 저렴하게 구입했습니다  맘에 들어요,5,0,0,1,2020,11,25
171,딱 제가 원하는v 모양의 교정칫솔입니다ㅎㅎ 너무 좋아요!,5,0,0,3,2020,11,25
172,교정 칫솔 알아보던중 가격도 착하고 품질도 좋은 칫솔 발견해서 너무 좋아요,5,0,0,1,2020,11,25
173,아주 좋은 제품임니다,3,0,0,1,2020,11,25
174,아이가 교정 중이라 구매했어요 ~ 미세모라 좋은거 같아요,5,0,0,1,2020,11,25
175,교정한지 2년이 넘었는데 칫솔 쟁여두고 쓰려고 주문했어요! 사용하니 잘 닦이고 좋네용~~,4,0,0,3,2020,11,25
176,칫솔모  부드럽다고 하네요,5,0,0,3,2020,11,26
177,부드럽고 잘 닦이고 좋아요,5,0,1,1,2020,11,26
